,age,gender,open_closed_spaces,classical_new_places,fast_slow_trip,more_short_less_long_trip,alone_company,ibirapuera,masp,jadim_pref,eataly,mirante,terraco_italia,merc_munic,vinte_cinco_marco,seu_quintal,liberdade,la_guapa,beco_batman,omalleys,av_paul,music_style_Forró/Sertanejo,music_style_MPB,music_style_Pop,music_style_R&B,music_style_Rock,movie_genre_Aventura,movie_genre_Ação,movie_genre_Comédia,movie_genre_Drama,movie_genre_Romance,movie_genre_Suspense,motivation_Descansar,motivation_Luxo e conforto,motivation_Sair da rotina/conhecer nova cultura,fav_scenario_Campo,fav_scenario_Cidade,fav_scenario_Montanha,fav_scenario_Praia,fav_place_Lojas/shoppings/centros comercias,fav_place_Museus,fav_place_Parques,fav_place_Restaurantes típicos,fav_place_Trilhas,transport_Carro Alugado,transport_Transporte Público,transport_Táxi/Uber/99
3417,23,0,0,1,1,1,0,4,3,5,5,4,5,4,3,4,4,3,5,5,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3418,22,1,0,1,1,0,0,5,5,3,4,5,4,4,5,2,5,5,5,2,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3419,24,1,0,1,0,1,0,5,5,4,5,4,5,5,1,4,5,4,4,4,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
3420,24,1,0,0,1,1,0,5,4,1,5,4,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
3421,24,0,0,1,1,1,0,4,3,4,5,4,4,4,3,5,4,3,3,5,3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
3422,24,1,0,1,0,1,0,4,2,1,5,4,5,4,5,5,5,5,5,4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
3423,24,1,0,0,1,1,0,4,4,3,5,4,5,5,5,5,5,5,5,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
3424,24,1,0,1,1,1,0,5,1,1,5,4,5,5,5,4,5,5,5,3,5,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3425,22,0,0,0,0,1,0,5,2,5,5,5,5,4,5,4,5,5,5,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1
3426,22,1,0,0,1,1,0,5,5,4,5,3,5,5,5,5,5,5,5,5,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3427,22,1,0,1,1,0,0,5,3,3,5,3,4,4,5,5,5,5,4,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3428,22,1,0,0,1,1,0,5,5,5,5,3,5,5,5,5,5,5,5,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3429,24,1,0,0,1,1,0,4,3,3,5,4,5,5,5,5,5,3,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3430,22,1,0,1,1,0,0,5,5,3,4,4,4,4,5,4,5,3,5,2,5,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3431,23,0,0,1,0,0,0,4,5,4,5,4,4,4,3,4,4,3,5,5,3,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
3432,23,1,0,1,0,1,0,5,4,3,5,4,5,5,5,4,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3433,24,0,0,1,1,0,0,5,5,4,3,5,2,4,1,4,4,4,3,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
3434,24,0,0,0,1,1,0,4,4,3,5,4,4,5,4,5,5,5,5,5,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3435,23,0,0,1,1,1,0,4,3,4,5,4,5,4,3,4,4,3,3,5,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
3436,23,1,0,1,0,1,0,4,2,1,3,5,5,4,5,5,5,3,4,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1
3437,23,0,0,1,1,1,0,4,3,4,5,4,5,4,5,4,5,3,3,5,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3438,28,1,0,1,1,0,0,3,1,5,5,5,5,4,1,2,4,3,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3439,24,0,0,1,1,0,0,5,5,4,3,5,5,3,3,4,5,4,3,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
3440,22,1,0,1,1,1,0,5,4,4,3,4,3,4,5,4,5,4,4,5,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
3441,28,0,0,0,0,1,0,5,1,4,5,5,5,5,1,2,5,5,5,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3442,24,1,0,0,1,1,0,5,4,1,5,4,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1
3443,22,0,0,1,0,0,0,5,2,4,2,4,4,3,1,2,5,1,4,1,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
3444,24,1,0,0,1,1,0,4,4,3,5,4,5,5,5,5,5,5,4,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3445,24,1,0,0,1,1,0,4,4,3,5,4,5,5,4,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3446,24,0,0,0,0,1,0,5,1,4,3,5,5,4,1,2,5,5,4,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3447,24,1,0,1,0,1,0,4,4,4,5,4,5,5,1,4,4,5,5,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
3448,24,1,0,0,0,1,0,5,1,4,5,5,5,5,1,2,5,5,5,1,5,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
3449,24,1,0,0,1,1,0,4,4,3,5,4,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
3450,28,1,0,0,1,0,0,3,5,5,5,4,5,4,1,2,4,5,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3451,23,0,0,1,1,1,0,4,3,4,5,4,4,4,3,5,4,3,3,5,3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0
3452,24,0,0,1,1,0,0,5,5,4,3,5,2,4,1,4,4,4,3,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3453,24,1,0,0,1,0,0,4,1,3,5,4,5,5,5,3,5,5,5,5,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1
3454,23,1,0,0,0,0,0,5,3,3,3,4,5,3,1,5,5,5,5,4,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
3455,24,1,0,0,1,1,0,4,4,3,3,4,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
3456,29,0,0,1,1,1,0,4,4,4,5,5,4,5,3,5,4,5,4,3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3457,24,1,0,0,0,1,0,4,5,3,4,4,5,4,3,4,4,4,3,3,5,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
3458,23,0,0,1,1,1,0,5,3,5,5,4,5,4,3,4,4,3,3,5,3,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3459,22,1,0,0,1,0,0,2,4,4,3,5,3,3,2,3,5,3,4,5,3,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
3460,23,0,0,1,0,1,0,4,3,4,5,4,4,4,3,4,4,3,5,5,3,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
3461,24,1,0,0,0,1,0,5,1,4,5,5,5,5,1,5,5,5,5,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
3462,24,1,0,1,0,1,0,4,4,4,5,4,5,3,1,4,4,5,3,3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0
3463,24,1,0,1,0,1,0,4,4,3,5,4,5,3,5,4,5,5,3,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1
3464,23,1,0,0,0,1,0,5,1,4,5,5,5,5,1,2,5,5,5,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3465,24,1,0,1,0,1,0,4,5,1,5,4,4,4,5,5,5,5,5,5,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1
3466,24,0,0,1,1,0,0,3,2,3,4,3,5,4,1,4,4,5,4,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
3467,24,0,0,0,1,0,0,5,5,5,5,3,5,5,5,5,4,5,3,1,5,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
3468,24,1,0,1,1,0,0,5,5,4,4,5,2,4,1,4,4,4,3,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3469,29,0,0,0,1,0,0,5,1,5,3,3,3,3,4,5,4,3,4,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3470,21,1,0,0,1,1,0,4,4,3,3,4,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3471,28,0,0,1,1,0,0,3,1,5,5,5,5,4,5,5,4,4,1,2,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
3472,24,1,0,1,0,1,0,4,4,3,5,4,5,5,1,4,5,5,5,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0
3473,23,0,0,1,1,1,0,4,3,5,5,4,4,4,3,4,4,5,3,5,5,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3474,21,0,0,0,1,0,0,2,5,4,3,5,3,3,2,3,5,3,4,5,3,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
3475,22,1,0,0,1,1,0,5,5,4,5,3,5,5,5,5,5,5,5,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3476,23,1,0,0,0,0,0,5,3,3,3,4,4,3,1,5,4,5,5,4,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
3477,24,1,0,0,0,1,0,5,1,4,3,5,5,5,1,4,5,5,5,1,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
3478,24,1,0,0,1,1,0,4,3,3,5,4,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3479,22,1,0,0,1,0,0,2,5,4,3,5,3,3,2,3,5,3,4,5,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
3480,23,1,0,0,0,0,0,5,3,3,3,4,5,3,1,5,5,5,5,4,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
3481,21,0,0,0,1,0,0,2,5,4,3,5,3,3,2,3,5,3,4,5,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
3482,24,1,0,1,0,1,0,4,1,4,5,5,5,4,5,4,4,5,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3483,23,0,0,1,0,1,0,4,3,4,5,4,4,4,3,4,4,3,5,5,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0
3484,24,1,0,0,0,1,0,4,4,4,5,4,5,3,1,4,4,5,5,3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0
3485,24,0,0,1,1,1,0,3,2,3,4,3,4,4,4,4,5,4,4,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
3486,22,1,0,1,1,1,0,5,5,5,5,3,5,5,5,5,5,5,5,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3487,23,1,0,0,1,1,0,5,3,3,5,4,5,5,5,5,5,5,5,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3488,24,1,0,1,0,1,0,4,2,4,5,5,5,4,5,4,5,5,3,5,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
3489,24,1,0,0,1,1,0,4,4,3,5,4,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
3490,24,0,0,1,1,0,0,5,5,4,3,5,2,4,1,4,4,5,3,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0
3491,23,1,0,1,0,1,0,5,4,3,5,4,5,5,5,4,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3492,21,1,0,0,1,1,0,5,5,5,5,5,4,5,5,5,5,5,5,5,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
3493,24,1,0,1,0,1,0,4,4,4,5,4,5,5,1,4,4,5,5,1,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
3494,24,1,0,1,0,1,0,5,1,4,5,4,5,5,5,4,5,5,5,3,5,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
3495,21,0,0,1,0,0,0,5,5,4,2,4,5,3,1,2,5,1,4,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3496,22,1,0,0,1,0,0,2,5,4,5,5,3,3,2,3,5,3,4,5,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
3497,24,1,0,1,0,1,0,5,5,4,5,4,5,5,5,4,5,4,4,4,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
3498,23,0,0,1,1,1,0,4,3,4,5,4,4,5,3,2,4,3,3,5,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3499,21,1,0,0,1,1,0,2,5,5,5,5,5,4,5,5,5,5,5,5,5,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
3500,23,0,0,0,0,1,0,5,3,3,3,4,5,5,5,5,5,5,5,4,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
3501,24,0,0,1,0,0,0,3,2,4,2,4,4,3,1,5,5,1,4,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3502,23,0,0,1,1,1,0,4,3,4,5,4,5,4,5,4,5,3,3,5,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3503,24,1,0,0,0,1,0,4,1,4,5,4,5,4,5,4,4,5,1,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
3504,22,1,0,1,1,0,0,5,3,3,4,5,4,4,5,5,5,3,5,1,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3505,29,0,0,1,1,0,0,5,4,5,3,5,3,3,4,5,4,3,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3506,23,0,0,1,1,1,0,4,3,5,5,4,4,4,3,4,4,5,5,5,5,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3507,24,1,0,1,0,1,0,4,4,4,5,5,5,5,5,4,4,5,5,3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0
3508,24,1,0,1,0,1,0,4,2,1,5,5,5,4,5,4,5,5,5,4,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1
3509,23,0,0,1,1,1,0,4,3,5,5,4,4,4,3,4,4,3,3,5,3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
3510,24,0,0,1,1,0,0,5,5,4,3,5,2,4,1,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3511,24,1,0,1,0,1,0,4,4,4,5,4,5,5,1,4,4,5,5,3,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
3512,22,1,0,1,1,0,0,5,5,3,4,5,4,4,5,4,5,5,4,2,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3513,22,0,0,1,1,1,0,4,5,4,5,4,5,4,3,4,4,3,3,5,3,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3514,23,0,0,1,1,1,0,4,3,5,5,4,4,4,3,4,4,3,3,5,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3515,24,0,0,1,1,1,0,4,3,4,5,4,4,4,3,5,4,3,3,5,3,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
3516,24,1,0,1,0,1,0,5,2,4,2,4,4,4,1,5,5,1,5,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3517,23,0,0,0,1,1,0,3,4,3,5,4,5,3,3,4,4,4,5,5,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
3518,24,0,0,1,1,0,0,5,5,4,3,5,2,4,1,4,4,4,3,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
3519,24,0,0,1,1,0,0,5,5,4,5,5,2,4,1,4,4,4,3,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
3520,22,0,0,1,1,0,0,5,5,4,5,5,4,4,1,5,5,5,5,4,5,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3521,24,1,0,1,0,1,0,4,2,1,5,3,5,4,5,5,5,5,5,4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
3522,29,0,0,1,1,1,0,4,4,4,5,5,4,5,3,5,4,5,4,3,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3523,28,0,0,1,1,1,0,4,5,3,3,4,4,4,3,5,4,5,4,5,3,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0
3524,22,1,0,1,0,0,0,5,2,4,2,4,4,3,1,2,5,1,3,5,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3525,24,0,0,1,0,0,0,5,2,4,2,4,4,4,1,2,4,1,4,5,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0
3526,24,1,0,1,1,1,0,4,4,4,5,4,5,5,1,4,4,5,5,3,5,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
3527,24,1,0,0,1,1,0,4,4,3,5,4,5,5,4,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3528,24,1,0,1,1,1,0,5,4,3,5,4,5,5,4,5,5,3,5,5,5,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3529,24,1,0,1,0,1,0,5,3,4,3,4,5,5,5,4,5,4,4,4,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3530,24,1,0,1,1,1,0,4,5,4,5,4,5,5,1,4,4,5,5,3,5,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
3531,22,0,0,1,1,0,0,5,5,3,2,5,5,4,1,5,4,5,5,2,5,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3532,24,1,0,1,0,1,0,4,2,1,5,4,5,4,5,5,5,5,3,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
3533,22,1,0,0,1,1,0,5,5,3,3,3,5,5,5,5,4,5,5,5,3,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3534,22,1,0,0,1,0,0,4,4,5,5,5,5,4,5,5,4,5,4,5,5,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
3535,24,0,0,1,1,1,0,4,3,3,5,4,4,4,3,4,4,3,3,5,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3536,22,1,0,1,1,0,0,5,5,3,5,4,4,5,1,5,5,5,5,2,5,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3537,22,0,0,1,1,0,0,5,5,3,2,4,4,5,5,5,5,5,5,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
3538,23,0,0,0,0,0,0,5,3,3,5,4,5,5,3,5,5,5,5,4,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0
3539,24,0,0,1,1,0,0,5,5,4,3,5,2,4,1,4,4,4,3,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
3540,24,0,0,1,0,1,0,4,2,4,5,4,4,4,3,4,4,3,5,5,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
3541,24,0,0,1,1,0,0,3,2,3,4,3,4,4,4,4,4,4,5,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
3542,24,1,0,0,0,1,0,5,1,4,5,5,5,5,1,2,5,5,5,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
3543,23,0,0,1,0,1,0,5,3,5,5,4,4,4,5,4,4,3,3,5,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3544,24,0,0,1,1,0,0,5,5,4,3,5,5,4,1,4,4,4,3,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3545,22,0,0,1,1,0,0,5,5,3,2,5,4,4,1,5,5,5,5,5,5,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3546,24,1,0,0,1,1,0,4,4,3,5,4,5,4,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
3547,22,0,0,1,1,1,0,4,3,4,5,4,5,4,3,4,4,3,3,5,5,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0
3548,22,0,0,1,1,0,0,5,5,3,2,4,4,4,5,5,5,5,5,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
3549,23,1,0,0,1,1,0,5,3,3,3,4,5,5,5,5,5,5,5,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3550,22,1,0,0,0,1,0,4,5,3,3,4,5,4,4,4,4,4,3,3,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
3551,23,1,0,0,0,0,0,5,3,3,5,4,5,5,5,5,4,5,5,4,5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
3552,24,0,0,1,1,1,0,5,3,3,5,4,4,4,3,4,4,3,3,5,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3553,24,1,0,0,0,1,0,5,4,1,5,4,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
3554,24,0,0,1,1,0,0,5,5,4,3,5,2,4,1,4,4,4,3,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3555,24,1,0,1,0,1,0,4,2,1,5,4,5,4,5,2,5,5,5,4,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
